               22        1    3    0    0    0 -0.119914308E+02 -0.137617585E+01 -0.993938628E+00  0.121109945E+02  0.221100294E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0  0.287577107E+00 -0.182700897E+00  0.242698091E+04  0.242698111E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0  0.157567942E-01  0.141924810E-01 -0.249762997E+04  0.249763015E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0 -0.303333902E+00  0.168508416E+00  0.706490655E+02  0.953887340E+02  0.640905586E+02 0. 9.
               22        1    3    0    0    0 -0.158698459E+02  0.679295983E+01  0.757713029E+02  0.777128474E+02  0.121756986E-04 0. 9.
               22        1    3    0    0    0  0.155665120E+02 -0.662445141E+01 -0.512223735E+01  0.176758866E+02  0.547325148E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0  0.692516785E-01 -0.238797973E+00  0.247526001E+04  0.247526020E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0  0.192447304E-01 -0.821829093E-02 -0.249369340E+04  0.249369357E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0 -0.884964089E-01  0.247016264E+00  0.184333843E+02  0.510462252E+02  0.476010357E+02 0. 9.
               22        1    3    0    0    0  0.591022310E+01 -0.196559499E+01 -0.154011138E+02  0.166129049E+02  0.378289977E-05 0. 9.
               22        1    3    0    0    0 -0.599871951E+01  0.221261125E+01  0.338344982E+02  0.344333203E+02  0.545569750E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0 -0.137707517E+00 -0.129716280E+00  0.249585316E+04  0.249585335E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0  0.319182580E+00 -0.108716199E+00 -0.249926591E+04  0.249926610E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0 -0.181475062E+00  0.238432478E+00  0.341274264E+01  0.248805489E+02  0.246435614E+02 0. 9.
               22        1    3    0    0    0 -0.154516539E+01  0.123164334E+02  0.737432738E+00  0.124348653E+02  0.280593257E-05 0. 9.
               22        1    3    0    0    0  0.136369033E+01 -0.120780009E+02  0.267530990E+01  0.124456836E+02  0.278029474E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0  0.144363614E-01 -0.355562309E-01  0.248515448E+04  0.248515465E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0  0.538833838E-01  0.159573569E-01 -0.250589735E+04  0.250589752E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0 -0.683197452E-01  0.195988739E-01  0.207428714E+02  0.289478235E+02  0.201916993E+02 0. 9.
               22        1    3    0    0    0  0.442878845E+01  0.707439332E+01  0.224042684E+01  0.864180076E+01  0.367427707E-06 0. 9.
               22        1    3    0    0    0 -0.449710819E+01 -0.705479444E+01  0.185024446E+02  0.203060228E+02  0.599019266E-06 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0  0.105635037E+00  0.991512150E-01  0.248960424E+04  0.248960442E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0 -0.105073319E-03  0.391558471E-01 -0.250439497E+04  0.250439514E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0 -0.105529963E+00 -0.138307062E+00  0.147907257E+02  0.260004384E+02  0.213828661E+02 0. 9.
               22        1    3    0    0    0  0.703966696E+01  0.765218153E+01  0.478831918E+01  0.114473051E+02  0.247915201E-05 0. 9.
               22        1    3    0    0    0 -0.714519693E+01 -0.779048859E+01  0.100024065E+02  0.145531333E+02  0.283858321E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0 -0.172941514E+00 -0.140517019E+00  0.245442189E+04  0.245442208E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0  0.208779587E-01  0.502618799E-02 -0.250166421E+04  0.250166439E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0  0.152063556E+00  0.135490831E+00  0.472423288E+02  0.639135343E+02  0.430471922E+02 0. 9.
               22        1    3    0    0    0 -0.135472235E+02 -0.131716853E+02  0.385467088E+02  0.429286538E+02  0.701615284E-05 0. 9.
               22        1    3    0    0    0  0.136992870E+02  0.133071761E+02  0.869561996E+01  0.209848805E+02  0.460771277E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0 -0.200039799E-01 -0.702048187E-01  0.250129149E+04  0.250129167E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0 -0.260781255E-01  0.550033107E-01 -0.249497819E+04  0.249497837E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0  0.460821055E-01  0.152015080E-01 -0.631329569E+01  0.237299647E+02  0.228746840E+02 0. 9.
               22        1    3    0    0    0 -0.104609785E+02 -0.196118816E+01  0.112963015E+01  0.107030086E+02  0.341363455E-05 0. 9.
               22        1    3    0    0    0  0.105070606E+02  0.197638967E+01 -0.744292584E+01  0.130269560E+02  0.377161313E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0  0.399769311E-03 -0.120269691E-01  0.249157627E+04  0.249157644E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0  0.751943117E-01 -0.534879728E-01 -0.250319209E+04  0.250319226E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0 -0.755940810E-01  0.655149418E-01  0.116158199E+02  0.252312954E+02  0.223982363E+02 0. 9.
               22        1    3    0    0    0  0.141774590E+01 -0.512904348E+01 -0.527737147E+01  0.749451400E+01  0.263122610E-05 0. 9.
               22        1    3    0    0    0 -0.149333998E+01  0.519455843E+01  0.168931913E+02  0.177367814E+02  0.408052458E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0  0.183216108E+00 -0.249596877E-01  0.249403850E+04  0.249403868E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0  0.145296539E+00 -0.522128535E-01 -0.246452298E+04  0.246452316E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0 -0.328512647E+00  0.771725411E-01 -0.295155160E+02  0.614381547E+02  0.538829035E+02 0. 9.
               22        1    3    0    0    0 -0.814446071E+01 -0.102044817E+02  0.121389360E+02  0.178274355E+02  0.254282105E-05 0. 9.
               22        1    3    0    0    0  0.781594807E+01  0.102816543E+02 -0.416544521E+02  0.436107193E+02  0.407584214E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0  0.493831777E-01  0.223444962E-01  0.248619413E+04  0.248619431E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0 -0.447265485E-01 -0.114748595E+00 -0.249485299E+04  0.249485317E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0 -0.465662920E-02  0.924040991E-01  0.865886277E+01  0.389525231E+02  0.379778171E+02 0. 9.
               22        1    3    0    0    0  0.925090117E+01 -0.712420184E+01 -0.110098098E+02  0.160483437E+02  0.389943772E-05 0. 9.
               22        1    3    0    0    0 -0.925555780E+01  0.721660594E+01  0.196686726E+02  0.229041794E+02  0.466442050E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0 -0.257991511E+00  0.317805738E+00  0.248447268E+04  0.248447289E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0  0.111940975E-02  0.258978420E-01 -0.250148709E+04  0.250148727E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0  0.256872101E+00 -0.343703580E+00  0.170144111E+02  0.340398369E+02  0.294794199E+02 0. 9.
               22        1    3    0    0    0  0.272682236E+01 -0.708330936E+01 -0.616255528E+01  0.977680517E+01  0.148054866E-05 0. 9.
               22        1    3    0    0    0 -0.246995026E+01  0.673960578E+01  0.231769663E+02  0.242630317E+02  0.236698743E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0 -0.330752946E-01  0.119183763E-01  0.249692936E+04  0.249692954E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0  0.602037491E-02 -0.270594140E-01 -0.250026242E+04  0.250026260E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0  0.270549197E-01  0.151410377E-01  0.333306380E+01  0.228078630E+02  0.225629860E+02 0. 9.
               22        1    3    0    0    0 -0.655891772E+01  0.383943471E+01 -0.675483194E+01  0.101680094E+02  0.262801739E-05 0. 9.
               22        1    3    0    0    0  0.658597264E+01 -0.382429367E+01  0.100878957E+02  0.126398536E+02  0.291880239E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0  0.683368058E-01  0.175265692E+00  0.247760456E+04  0.247760475E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0 -0.351383128E-01 -0.719569155E-01 -0.249170025E+04  0.249170043E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0 -0.331984930E-01 -0.103308776E+00  0.140956904E+02  0.506948203E+02  0.486956317E+02 0. 9.
               22        1    3    0    0    0  0.506012611E+01 -0.239146282E+01  0.317185442E+02  0.322085395E+02  0.299746775E-05 0. 9.
               22        1    3    0    0    0 -0.509332460E+01  0.228815405E+01 -0.176228538E+02  0.184862808E+02  0.233981448E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0 -0.987950967E-02  0.106712639E+00  0.250334386E+04  0.250334404E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0  0.336215678E+00  0.667255367E-01 -0.249129953E+04  0.249129973E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0 -0.326336169E+00 -0.173438176E+00 -0.120443316E+02  0.253562328E+02  0.223099987E+02 0. 9.
               22        1    3    0    0    0  0.362149740E+01 -0.940538727E+01 -0.115135512E+02  0.153015821E+02  0.318145898E-05 0. 9.
               22        1    3    0    0    0 -0.394783357E+01  0.923194909E+01 -0.530780398E+00  0.100546508E+02  0.254666033E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0  0.379664907E+00  0.418789060E-01  0.245756056E+04  0.245756077E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0  0.432932973E-02  0.171606430E-01 -0.250195686E+04  0.250195704E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0 -0.383994237E+00 -0.590395490E-01  0.443962950E+02  0.604821904E+02  0.410720513E+02 0. 9.
               22        1    3    0    0    0  0.710281600E+01 -0.130169378E+02  0.429610615E+02  0.454482505E+02  0.383420516E-05 0. 9.
               22        1    3    0    0    0 -0.748681024E+01  0.129578982E+02  0.143523350E+01  0.150339399E+02  0.203006105E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0  0.122215879E+00  0.829233900E-01  0.250306598E+04  0.250306616E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0 -0.162630216E-01  0.205821490E-01 -0.248344917E+04  0.248344934E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0 -0.105952857E+00 -0.103505539E+00 -0.196168156E+02  0.334844937E+02  0.271361369E+02 0. 9.
               22        1    3    0    0    0  0.132243257E+02  0.263462853E+01 -0.881336966E+01  0.161089895E+02  0.318982319E-05 0. 9.
               22        1    3    0    0    0 -0.133302785E+02 -0.273813407E+01 -0.108034459E+02  0.173755042E+02  0.332506315E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0  0.194623453E+00  0.629133907E-01  0.248575469E+04  0.248575487E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0  0.141613587E-01  0.113742582E-02 -0.250089510E+04  0.250089527E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0 -0.208784812E+00 -0.640508165E-01  0.151404103E+02  0.333498543E+02  0.297141896E+02 0. 9.
               22        1    3    0    0    0  0.881129121E+01 -0.425439725E+01  0.200112486E+02  0.222752961E+02  0.450793991E-05 0. 9.
               22        1    3    0    0    0 -0.902007602E+01  0.419034643E+01 -0.487083822E+01  0.110745582E+02  0.317195289E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0  0.909197037E-02 -0.953031367E-02  0.250202483E+04  0.250202501E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0 -0.243022611E+00 -0.134304654E+00 -0.248132443E+04  0.248132462E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0  0.233930640E+00  0.143834967E+00 -0.207004027E+02  0.366503707E+02  0.302434719E+02 0. 9.
               22        1    3    0    0    0  0.334984379E+01  0.751505764E+01 -0.258540875E+02  0.271317413E+02  0.339694186E-05 0. 9.
               22        1    3    0    0    0 -0.311591315E+01 -0.737122267E+01  0.515368484E+01  0.951862941E+01  0.196424211E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0 -0.509260674E-02  0.323452718E-02  0.250395952E+04  0.250395969E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0 -0.856972553E-01  0.948834449E-02 -0.248650111E+04  0.248650129E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0  0.907898621E-01 -0.127228717E-01 -0.174584096E+02  0.295390226E+02  0.238274922E+02 0. 9.
               22        1    3    0    0    0  0.301929588E+00 -0.117760202E+02 -0.110024279E+02  0.161189092E+02  0.346277506E-05 0. 9.
               22        1    3    0    0    0 -0.211139725E+00  0.117632973E+02 -0.645598168E+01  0.134201134E+02  0.312017804E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0 -0.102356294E-01 -0.461878519E-02  0.249713686E+04  0.249713703E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0  0.696340829E+00 -0.776242828E+00 -0.249800735E+04  0.249800774E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0 -0.686105200E+00  0.780861613E+00  0.870490891E+00  0.248552269E+02  0.248182205E+02 0. 9.
               22        1    3    0    0    0 -0.224965599E+01 -0.118574783E+02 -0.247682379E+00  0.120715405E+02  0.108277214E-05 0. 9.
               22        1    3    0    0    0  0.156355079E+01  0.126383399E+02  0.111817327E+01  0.127836864E+02  0.106018385E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0 -0.587784563E-01  0.791479856E-01  0.249937410E+04  0.249937427E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0 -0.739943010E-02 -0.175618490E-02 -0.249411219E+04  0.249411237E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0  0.661778864E-01 -0.773918007E-01 -0.526190220E+01  0.265133539E+02  0.259857643E+02 0. 9.
               22        1    3    0    0    0 -0.599250788E+01  0.701588891E+01  0.665724596E+01  0.113776874E+02  0.270003120E-05 0. 9.
               22        1    3    0    0    0  0.605868577E+01 -0.709328071E+01 -0.119191482E+02  0.151356664E+02  0.309600089E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0 -0.114124559E-01  0.470470649E-01  0.249835660E+04  0.249835678E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0 -0.108836654E-01 -0.129263735E-01 -0.249202247E+04  0.249202264E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0  0.222961213E-01 -0.341206914E-01 -0.633413844E+01  0.296205758E+02  0.289353683E+02 0. 9.
               22        1    3    0    0    0 -0.701875103E+01 -0.357309018E+01  0.925516394E+01  0.121526910E+02  0.368103925E-05 0. 9.
               22        1    3    0    0    0  0.704104715E+01  0.353896949E+01 -0.155893024E+02  0.174678848E+02  0.441879105E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0 -0.404579159E-01 -0.642911950E-02  0.249989127E+04  0.249989145E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0 -0.403860942E-02  0.575917680E-01 -0.248333995E+04  0.248334013E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0  0.444965253E-01 -0.511626485E-01 -0.165513144E+02  0.367684222E+02  0.328323966E+02 0. 9.
               22        1    3    0    0    0  0.107211743E+02 -0.229771805E+01  0.542462261E+01  0.122331360E+02  0.366459516E-05 0. 9.
               22        1    3    0    0    0 -0.106766778E+02  0.224655541E+01 -0.219759371E+02  0.245352862E+02  0.524927112E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0  0.186638766E+00 -0.857332333E-01  0.249841835E+04  0.249841854E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0 -0.453677653E-02  0.501339169E-02 -0.249971322E+04  0.249971339E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0 -0.182101989E+00  0.807198416E-01  0.129486244E+01  0.218680692E+02  0.218287908E+02 0. 9.
               22        1    3    0    0    0  0.426786502E+01  0.280732053E+01  0.102788370E+02  0.114782494E+02  0.206734481E-05 0. 9.
               22        1    3    0    0    0 -0.444996701E+01 -0.272660069E+01 -0.898397453E+01  0.103898198E+02  0.197686242E-05 0. 9.
